,name,price,img
65,"Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage) + Samsung Galaxy Ear Buds Pro(Black)","59,989",https://m.media-amazon.com/images/I/81opAVjahuL._AC_UY218_.jpg
66,"Samsung 7.2 kg Semi-Automatic Top Loading Washing Machine (WT725QPNDMPXTL, White and Blue, Center Jet Pulsator)","9,999",https://m.media-amazon.com/images/I/61nCGfXHVxL._AC_UY218_.jpg
67,Samsung Travel Adapter (45W),"2,887",https://m.media-amazon.com/images/I/31nckjxe2ML._AC_UY218_.jpg
68,"Samsung Galaxy M52 5G (ICY Blue, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","31,999",https://m.media-amazon.com/images/I/81-tqKsrTuL._AC_UY218_.jpg
69,"Samsung Galaxy Watch 3 45mm Bluetooth (Mystic Black),SM-R840NZKAINS","18,990",https://m.media-amazon.com/images/I/717WeOKf-TL._AC_UY218_.jpg
70,"Samsung Travel Adapter (15W, White)",982,https://m.media-amazon.com/images/I/21vwExutJ1L._AC_UY218_.jpg
71,"Samsung Galaxy Buds Pro | 99% Noise Cancellation, Wireless Charging, 28 Hours Playtime | Violet","9,990",https://m.media-amazon.com/images/I/516+h7HKsyL._AC_UY218_.jpg
72,(Renewed) Samsung Level U2 (Blue)- Original in-Ear Wireless Stereo Headset,"1,539",https://m.media-amazon.com/images/I/61aDt1KzHeS._AC_UY218_.jpg
73,"Samsung T7 1TB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Grey(MU-PC1T0T)","11,599",https://m.media-amazon.com/images/I/A1nR+P2JHYL._AC_UY218_.jpg
74,"Samsung Galaxy F62 (Laser Blue, 6GB RAM, 128GB Storage)","23,980",https://m.media-amazon.com/images/I/613MLLiAxPL._AC_UY218_.jpg
75,"Samsung Galaxy M52 5G (ICY Blue, 6GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","29,999",https://m.media-amazon.com/images/I/81-tqKsrTuL._AC_UY218_.jpg
76,"Samsung Galaxy M12 (White,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","13,499",https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
77,"Samsung Galaxy M32 5G (Slate Black, 6GB RAM, 128GB Storage)","20,999",https://m.media-amazon.com/images/I/71QT7dSK4BL._AC_UY218_.jpg
78,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","12,999",https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
79,"Samsung Galaxy A22 5G (Violet, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","19,989",https://m.media-amazon.com/images/I/813iT59-p8S._AC_UY218_.jpg
80,(Renewed) Samsung SM-R175NZKAINU-cr Wireless In-Ear Earbuds With Mic (Black),"3,997",https://m.media-amazon.com/images/I/71nrZHQMZ7L._AC_UY218_.jpg
81,"Samsung Galaxy A03s (Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","11,999",https://m.media-amazon.com/images/I/91CNgv7nHHL._AC_UY218_.jpg
82,"Samsung 27 inch M5 Smart Monitor with Netflix, YouTube, Prime Video and Apple TV Streaming (LS27AM500NWXXL, Black)","21,000",https://m.media-amazon.com/images/I/81P2heRBdYL._AC_UY218_.jpg
83,"Samsung Galaxy A22 5G (Gray, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","21,999",https://m.media-amazon.com/images/I/81fgOAq+PeS._AC_UY218_.jpg
84,"Samsung 28 L Convection Microwave Oven (CE1041DSB2/TL, Black, SlimFry)","11,280",https://m.media-amazon.com/images/I/81wx0ua+yCL._AC_UY218_.jpg
